epoch;acc;loss
0;0.7822215225412971;0.4697304471881925
1;0.826787498799726;0.40038829981994334
2;0.8341934865605495;0.385552677257428
0;0.7746649509217209;0.4834192486229967
1;0.8237210639450124;0.4060668162832737
2;0.8301893249744637;0.3916770585460531
3;0.8350833002505168;0.38074614822303154
4;0.8403263562822161;0.3715458017589049
