epoch;acc;loss
0;0.6921244644014237;0.6342430362702363
1;0.7622486276359541;0.49236028288898676
2;0.783207162313258;0.4598287595802774
3;0.7934605538715326;0.44128823640659887
4;0.800969212448072;0.4277861061934209
